smiles,index
C[C@@]12CC[C@H]3c4ccc(O)c(O)c4CC[C@@H]3[C@@H]1CCC2=O,ZINC000033963989
C[C@]12CC[C@@H]3[C@@H](CCC4=C(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)C(=O)CC[C@@]43C)[C@H]1CCC2=O,ZINC000040165202
C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1C[C@@H](O)[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,ZINC000040165218
CNC[C@H](O)c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1,ZINC000040165222
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O[C@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,ZINC000040165231
C=C1CC[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C/C1=C\C=C1/CCC[C@@]2(C)[C@@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,ZINC000040165241
C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1C[C@@H](O[C@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)[C@@H]2O,ZINC000040165256
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O[C@H]5O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]43C)[C@@H]1CCC2=O,ZINC000040165264
Cn1c(O)nc2c1c(O)nc(=O)n2C,ZINC000410428639
Oc1ccc2c3c1O[C@@H]1[C@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,ZINC000044964012
O=C(O)CCNC(=O)c1ccccc1,ZINC000000012614
c1ccc2[nH]c(-c3cscn3)nc2c1,ZINC000000073711
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,ZINC000000113418
CN(C)CCc1ccc(O)cc1,ZINC000000160784
NC1(C(=O)O)CC1,ZINC000000895536
CC(=O)c1ccccc1,ZINC000000896628
O=C(O)C(O)C(=O)O,ZINC000000901335
CCC(C)(C)O,ZINC000001481970
OC[C@H]1NC[C@@H](O)[C@@H]1O,ZINC000001492250
Cc1c(O)cc2c(c1C)O[C@](C)(CCC[C@@H](C)CCC[C@H](C)CCCC(C)C)CC2,ZINC000001529444
O=COCc1ccccc1,ZINC000001530244
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,ZINC000001532132
O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,ZINC000100005073
O=C(O)c1nn(-c2ccc(S(=O)(=O)O)cc2)c(O)c1/N=N/c1ccc(S(=O)(=O)O)cc1,ZINC000100048501
CN[C@@H]1C[C@@H](N)[C@@H](O)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]3O[C@]4(O[C@@H]([C@@H](N)CO)[C@@H](O)[C@@H](O)[C@@H]4O)O[C@@H]23)[C@@H]1O,ZINC000100053086
CN[C@@H]1C[C@H](N)[C@@H](O)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]3O[C@]4(O[C@@H]([C@@H](N)CO)[C@@H](O)[C@@H](O)[C@@H]4O)O[C@@H]23)[C@@H]1O,ZINC000100053092
COC1=CC(=O)C(OC)=CC1=O,ZINC000001603364
C[C@H]1OC(Cc2ccccc2)O[C@@H]1C,ZINC000001622033
Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,ZINC000001641925
CCCOC(C)=O,ZINC000001697403
COc1ccc2c(c1)O[C@@H](O)C(=O)N2O,ZINC000002018620
Cc1c(O)cc2c(c1C)O[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,ZINC000002539618
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,ZINC000003777423
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,ZINC000003802189
CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,ZINC000003831330
O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,ZINC000003869608
CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3=O,ZINC000003871891
CC(C)c1cc2c(c(O)c1O)[C@@]1(C(=O)O)CCCC(C)(C)[C@@H]1CC2,ZINC000003984016
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,ZINC000004095717
Cc1c(O)cc2c(c1C)O[C@](C)(CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C)CC2,ZINC000004095859
Cc1c(O)cc2c(c1C)O[C@](C)(CCC[C@H](C)CCC[C@@H](C)CCCC(C)C)CC2,ZINC000004095861
O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,ZINC000004098610
O[C@@H]1[C@H]2CC[C@@](O)(N2)[C@H](O)[C@@H]1O,ZINC000104375779
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,ZINC000005356910
CCCCCCCCCCCC(=O)OCCOC[C@H](OCCO)[C@H]1OC[C@@H](OCCO)[C@@H]1OCCO,ZINC000008552165
CC(C)C(=O)[C@@]1([C@@H](C)CC(=O)O)CC[C@@H](C)C(=O)C1,ZINC000013307544
C[C@H](C(=O)O)c1ccc(C(=O)c2ccccc2)s1,ZINC000000000767
C[C@@H](C(=O)O)c1ccc(C(=O)c2ccccc2)s1,ZINC000000002282
C[N@@+]1([O-])CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,ZINC000248065217
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)([C@@H](O)CO)C[C@H]3O[C@@H]1C[C@@H](/N=C(\O)C(F)(F)F)[C@@H](O)[C@@H](C)O1,ZINC000150338912
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)COC(=O)Cc1cccc2ccccc12)C[C@@H]3O[C@@H]1C[C@H](N)[C@@H](O)[C@@H](C)O1,ZINC000150339052
C[C@@H](O)[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,ZINC000150339320
C[C@@H]([C@@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,ZINC000150339328
COC[C@@H](O)CN(C(C)=O)c1c(I)c(/C(O)=N\C[C@@H](O)CO)c(I)c(/C(O)=N\C[C@@H](O)CO)c1I,ZINC000150339603
CC[C@@H](OC(C)=O)C(C[C@@H](C)NC)(c1ccccc1)c1ccccc1,ZINC000005651368
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,ZINC000005651594
COC[C@@H](O)c1ccc(OC[C@@H](O)CNC(C)C)cc1,ZINC000005760466
COC[C@H](O)c1ccc(OC[C@H](O)CNC(C)C)cc1,ZINC000005760531
CC(C)NC[C@@H](O)c1cc(O)cc(OS(=O)(=O)O)c1,ZINC000005760560
C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,ZINC000005764335
CS(=O)(=O)Nc1ccc2[nH]c(C(=O)N3CCN(c4ncccc4N)CC3)cc2c1,ZINC000005888085
CC[C@H](OC(C)=O)C(C[C@H](C)N)(c1ccccc1)c1ccccc1,ZINC000005921967
O=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1,ZINC000005933892
CN(C)C[C@@H]1CCCC[C@]1(O)c1cccc(O)c1,ZINC000005958019
CN1CC[C@]23c4c5ccc(O)c4O[C@@H]2[C@H](O)CC[C@H]3[C@H]1C5,ZINC000005966735
CO[C@]12C[C@@H](CO)CN(C)[C@@H]1Cc1c[nH]c3cccc2c13,ZINC000005967031
COc1ccc(CCNCCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,ZINC000006005366
COc1ccccc1OC[C@H](O)C(=O)O,ZINC000006019312
C[C@H](O)/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,ZINC000006019913
COc1ccc2cc([C@H](C)C(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc2c1,ZINC000006030359
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)[C@H](CO)C[C@]4(C)[C@H]3CC[C@@]21C,ZINC000006067922
C[N+]1([O-])CCN(C(=O)O[C@@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,ZINC000006068248
Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,ZINC000006068955
Cc1cccc(CO)c1OC[C@@H](C)N,ZINC000006071738
O=C(NC[C@@H]1CCCCN1)c1cc(O)ccc1OCC(F)(F)F,ZINC000006092086
O=C(CCCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,ZINC000006092801
O=C(O[C@@H]1c2nccnc2C(=O)N1c1ccc(Cl)cn1)N1CCNCC1,ZINC000006093464
Oc1ccc2c(c1)Oc1ccc(Cl)cc1C(N1CCNCC1)=N2,ZINC000006094127
O=C1NC(=O)[C@@](C2=C[C@@H](O)[C@H](O)C=C2)(c2ccccc2)N1,ZINC000006116333
NCCC=C1c2ccccc2CCc2ccccc21,ZINC000006117307
Nc1ccn([C@H]2C[S@](=O)[C@@H](CO)O2)c(=O)n1,ZINC000006524886
CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,ZINC000008214536
CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1,ZINC000008214591
CC(=O)NCCc1c[nH]c2ccc(O[C@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc12,ZINC000253612041
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,ZINC000085540254
CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@@H]12,ZINC000001999256
Nc1ccc(C=NN2CC(=O)NC2=O)o1,ZINC000255983387
CC[C@@]1(c2ccccc2)NC(=O)NC1=O,ZINC000011536302
C[C@H]1O[C@@H](O[C@@H]2[C@H](O)C[C@@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@H]5[C@H]4C[C@@H](O)[C@]4(C)[C@H](C6=CC(=O)OC6)CC[C@]54O)C3)O[C@@H]2C)C[C@@H](O)[C@H]1O,ZINC000256109530
C[C@H]1O[C@@H](O[C@@H]2[C@H](O)C[C@@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@H]5[C@H]4C[C@@H](O)[C@]4(C)[C@H](C6=CC(=O)OC6)CC[C@]54O)C3)O[C@@H]2C)C[C@@H](O)[C@@H]1O,ZINC000256109538
CC(C)=CCOc1ccc(/C=C\C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,ZINC000011616657
CC(=O)O[C@]1(C(C)=O)C[C@H](O)[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@H]5C[C@H]5[C@]4(C)[C@H]3CC[C@@]21C,ZINC000256296835
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)COC(=O)Cc1cccc2ccccc12)C[C@@H]3O[C@@H]1C[C@H](N)[C@H](O)[C@@H](C)O1,ZINC000256630449
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)COC(=O)Cc1cccc2ccccc12)C[C@@H]3O[C@@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,ZINC000256630463
C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@@H]3[C@H]1CC[C@H]2O,ZINC000256965489
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,ZINC000012341529
CC1(C)S[C@@H]2[C@H](/N=C\N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,ZINC000012469558
Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)O1,ZINC000012501706
C[C@@]12CC[C@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CC[C@@H]2O,ZINC000013319946
CC[C@@H]1CN2CCc3c([nH]c4cccc(OC)c34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,ZINC000013473305
COc1ccc(CCNCCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,ZINC000013492624
O=P(O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,ZINC000013518278
CC1(C)S[C@H]([C@@H](NC(=O)Cc2ccccc2)C(=O)O)N[C@@H]1C(=O)O,ZINC000013520637
C[C@@H](O)/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,ZINC000013527467
N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,ZINC000013536586
O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(S)nc(O)nc32)[C@H](O)[C@@H]1O,ZINC000013543111
O=c1cnc2c(Br)c(NC3=NCCN3)ccc2[nH]1,ZINC000013546731
Nc1ccn([C@H]2CS[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O2)c(=O)n1,ZINC000013556853
O=[S@@](c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,ZINC000013827859
C[C@]12CC[C@@H]3[C@H](CC=C4C[C@@H](OS(=O)(=O)O)CC[C@@]43C)[C@H]1CC=C2c1ccc[n+]([O-])c1,ZINC000261494552
C[C@]12CC[C@@H]3[C@H](CC=C4C[C@H](OS(=O)(=O)O)CC[C@@]43C)[C@H]1CC=C2c1ccc[n+]([O-])c1,ZINC000261494554
C[C@@H](C(=O)O)c1ccc(C(=O)C2=CC=C[S@@]2=O)cc1,ZINC000261494556
C[C@H](C(=O)O)c1ccc(C(=O)C2=CC=C[S@]2=O)cc1,ZINC000261494558
CC(=O)[C@@]1(O)CC[C@@H]2[C@H]3C[C@H](C)C4=CC(=O)[C@@H](O)C[C@]4(C)[C@@H]3CC[C@@]21C,ZINC000261494560
COc1cc2c(CCNC(C)=O)c[nH]c2cc1O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O,ZINC000261494562
COc1c(C)c2c(c(O[C@@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)c1C/C=C(/C)CCC(=O)O)C(=O)OC2,ZINC000261494564
CC(=O)N[C@@H]1CC[C@H]2Nc3c(O)cc(C(N)=O)cc3[C@H]2C1,ZINC000261494567
CC(=O)N[C@@H]1CC[C@H]2Nc3ccc(C(N)=O)cc3[C@H]2C1,ZINC000261494573
CC(=O)N1CCc2c1[nH]c1ccc(O[C@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc21,ZINC000261494575
COc1ccc2c(c1)c(CCNC(C)=O)cn2[C@@H]1O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O,ZINC000261494577
COc1ccc2c(c1)c(CCNC(C)=O)cn2[C@@H]1O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@H]1O,ZINC000261494579
CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@H]3[C@H]1C5,ZINC000261494582
CCC[C@@H]1O[C@@H]2C[C@@H]3[C@H]4C[C@@H](O)C5=CC(=O)C=C[C@]5(C)[C@@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,ZINC000261494584
CCC[C@@H]1O[C@@H]2C[C@@H]3[C@@H]4C[C@@H](O)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,ZINC000261494586
CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@H]2[C@@H](O)CC[C@@H]3[C@@H]1C5,ZINC000261494595
CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@H]2[C@H](O)CC[C@H]3[C@H]1C5,ZINC000261494597
CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2[C@H](O)CC[C@H]3[C@H]1C5,ZINC000261494599
CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2[C@@H](O)CC[C@@H]3[C@@H]1C5,ZINC000261494601
CC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3C[C@@](C)(O)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,ZINC000261494605
CC(=O)[C@@]1(O)CC[C@@H]2[C@H]3C[C@H](C)C4=CC(=O)C[C@@H](O)[C@]4(C)[C@@H]3CC[C@@]21C,ZINC000261494607
CN1CC[C@]23c4c5ccc(O[C@H]6O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]6O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,ZINC000261494610
CC(C)(O)/N=C(/O)[C@@H]1CC[C@@H]2[C@@H]3CC[C@@H]4N=C(O)C=C[C@]4(C)[C@@H]3CC[C@]12C,ZINC000261494613
CC[C@H](c1ccccc1)[C@H](c1ccc(OCCNC)cc1)c1ccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1,ZINC000261494623
CC[C@@H](c1ccccc1)[C@H](c1ccc(OCCNC)cc1)c1ccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1,ZINC000261494625
C=C1NC(N)=Nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@H](O)[C@H]1O,ZINC000261494631
C=C1NC(N)=Nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,ZINC000261494633
Cc1cn([C@@H]2C[C@H](N)[C@@H](CO[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@@H](O)[C@@H]3O)O2)c(=O)nc1O,ZINC000261494635
CN(C)CC/C=C1\c2ccccc2COc2ccc(O[C@@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc21,ZINC000261494637
COC[C@@H](NC(=O)O[C@@H]1O[C@@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1O)C(=O)NCc1ccccc1,ZINC000261494642
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)([C@H](O)CO)C[C@@H]3O[C@@H]1C[C@H](/N=C(/O)C(F)(F)F)[C@H](O)[C@H](C)O1,ZINC000261494649
Cc1ccnc2c1N=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1N2[C@@H]1C[C@H]1O,ZINC000261494655
CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@H]2C(=O)CC[C@@H]3[C@@H]1C5,ZINC000261494665
CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2C(=O)CC[C@H]3[C@@H]1C5,ZINC000261494667
OC(C(F)(F)F)C(F)(F)F,ZINC000003860857
CC[C@](C)(Oc1ccc(C2(c3ccc(O[C@](C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,ZINC000003872098
CC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CCC1=O,ZINC000003977751
Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,ZINC000004068309
CN(C)[C@@H]1C(O)=C(C(=O)NCO)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,ZINC000004212626
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,ZINC000004217170
CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,ZINC000004217406
O[C@H](CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,ZINC000004257980
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,ZINC000334138310
CC[C@]1(C)OC(=O)NC1=O,ZINC000004748451
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=N[C@H]2O,ZINC000005116499
C#C[C@@]1(O)CC[C@@H]2[C@H]3CCc4cc(O)ccc4[C@@H]3CC[C@]21C,ZINC000002572372
Nc1ccn([C@H]2CS[C@@H](COP(=O)(O)O)O2)c(=O)n1,ZINC000002583631
Cc1cccc(C)c1NC(=O)CN,ZINC000002635368
CNC[C@H]1CCCC[C@@]1(O)c1cccc(OC)c1,ZINC000003643419
CC(C)(c1cccnc1)[C@@H](O)c1cccnc1,ZINC000005138217
CC[N+]1([O-])C=C(C(=O)O)C(=O)c2cc(F)c(N3CCN(C)CC3)cc21,ZINC000005140195
C[C@@H](CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,ZINC000003830865
N#C[C@H]1C[C@H]2C[C@H]2N1C(=O)[C@@H](N)C12CC3C[C@@](O)(C1)C[C@@](O)(C3)C2,ZINC000100054890
CN1CC[C@]23c4c5ccc(O[C@@H]6O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]6O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,ZINC000100054975
CC(C)[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)[C@@H](COC(=O)c1ccccc1)c1ccccc1)C2,ZINC000100055075
Nc1c(NC/C=C/COc2cc(CN3CCCCC3)ccn2)c(=O)c1=O,ZINC000100090728
C=C1NC(N)=Nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H]1O,ZINC000100054071
Oc1ccc2c3c1O[C@H]1[C@H](O)CC[C@@]4(O)[C@H](C2)N(CC2CC2)CC[C@]314,ZINC000100054077
Oc1ccc2c3c1O[C@H]1[C@H](O)CC[C@]4(O)[C@H](C2)N(CC2CC2)CC[C@]314,ZINC000100054081
COc1cc2c(CCNC(C)=O)c[nH]c2cc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]1O,ZINC000100054093
O=P(O)(O)[C@@H](O)[C@H]1O[C@@H](n2cnc3c(S)nc(O)nc32)[C@@H](O)[C@@H]1O,ZINC000100054103
CC(=O)N1CCc2c1[nH]c1ccc(O[C@H]3O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]3O)cc21,ZINC000100054171
CN1CC[C@@]23c4c5ccc(O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2[C@H](O)CC[C@H]3[C@H]1C5,ZINC000100054182
CN1CC[C@@]23c4c5ccc(O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2[C@@H](O)CC[C@H]3[C@H]1C5,ZINC000100054187
COc1cccc2c1[C@@H](O)c1c(O)c3c(c(O)c1[C@@H]2O)C[C@](O)(C(=O)CO)C[C@H]3O[C@@H]1C[C@@H](N)[C@@H](O)[C@@H](C)O1,ZINC000100054194
COc1cccc2c1[C@@H](O)c1c(O)c3c(c(O)c1[C@H]2O)C[C@](O)(C(=O)CO)C[C@H]3O[C@@H]1C[C@@H](N)[C@@H](O)[C@@H](C)O1,ZINC000100054201
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)([C@@H](O)CO)C[C@@H]3O[C@@H]1C[C@@H](N)[C@@H](O)[C@@H](C)O1,ZINC000100054208
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)([C@@H](O)CO)C[C@H]3O[C@@H]1C[C@@H](N)[C@@H](O)[C@@H](C)O1,ZINC000100054212
CN1CC[C@@]23c4c5ccc(O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2C(=O)CC[C@H]3[C@H]1C5,ZINC000100054219
O=C1[C@@H]2[C@@H]3CC[C@@H](C3O)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,ZINC000100054232
COC[C@@H](NC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]1O)C(=O)NCc1ccccc1,ZINC000100054239
COc1ccc2c(c1)c(CCNC(C)=O)cn2[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]1O,ZINC000100054252
CC(=O)NCCc1c[nH]c2ccc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]3O)cc12,ZINC000100054264
CN(C)C[C@@H]1CCCC[C@@]1(O)c1cccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)c1,ZINC000100054305
CN(C)C[C@@H]1CCCC[C@]1(O)c1cccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)c1,ZINC000100054312
CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ncccc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]1O,ZINC000100054319
CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)cn1,ZINC000100054332
O=C1NC(=O)[C@@](C2=C[C@@H](O)[C@@H](O)C=C2)(c2ccccc2)N1,ZINC000100054378
C[C@H](C(=O)O)c1ccc(C(=O)C2=C[C@@H]3O[C@@H]3S2)cc1,ZINC000100054500
C[C@H](C(=O)O)c1ccc(C(=O)C2=C[C@H]3O[C@@H]3S2)cc1,ZINC000100054503
COc1ccc(Cl)cc1/C(O)=N\CCc1ccc(S(=O)(=O)N/C(O)=N\[C@@H]2CC[C@H](O)CC2)cc1,ZINC000100054519
C/C(O)=C(/C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,ZINC000100054543
