id,pid,Kd,DeepPurpose_score
id-17400,Q4QHJ8,2.755723237991333,nan
id-27493,Q6TUJ5,2.75726580619812,nan
id-19260,O15826,2.7586324214935303,nan
id-17169,O15826,2.7586326599121094,nan
id-26561,Q4QHJ8,2.7697088718414307,nan
id-19682,Q6TUJ5,2.770193099975586,nan
id-18731,Q6TUJ5,2.770193099975586,nan
id-28259,Q6TUJ5,2.772491693496704,nan
id-10734,Q6TUJ5,2.773738145828247,nan
id-8744,O97193,2.774054288864136,nan
id-22317,O97193,2.774054288864136,nan
id-21898,P48499,2.7752413749694824,nan
id-27284,P48499,2.7752413749694824,nan
id-6301,Q4QHJ8,2.7771058082580566,nan
id-5246,Q6TUJ5,2.7809062004089355,nan
id-27104,O97193,2.781306743621826,nan
id-26300,P48499,2.782066822052002,nan
id-24471,O97193,2.783155918121338,nan
id-23046,Q6TUJ5,2.783461093902588,nan
id-11064,O97193,2.7872509956359863,nan
id-14379,P48499,2.793464183807373,nan
id-20515,P48499,2.7938334941864014,nan
id-19847,Q6TUJ5,2.7988109588623047,nan
id-25253,O15826,2.799355983734131,nan
id-7019,Q6TUJ5,2.7996201515197754,nan
id-22667,O97193,2.800072193145752,nan
id-22985,O15826,2.800584077835083,nan
id-22517,Q6TUJ5,2.8028175830841064,nan
id-25022,Q4QHJ8,2.8045482635498047,nan
id-3773,Q6TUJ5,2.804572582244873,327351.74
id-27734,O97193,2.815587043762207,nan
id-13648,O97193,2.818593740463257,nan
id-19194,P48499,2.8203742504119877,nan
id-21943,P48499,2.8210487365722656,nan
id-21054,Q4QHJ8,2.822221517562866,nan
id-14752,Q6TUJ5,2.8246881961822514,nan
id-8444,Q6TUJ5,2.831709384918213,nan
id-19159,P48499,2.8319215774536133,nan
id-7721,O15826,2.832890748977661,nan
id-8724,Q6TUJ5,2.835578441619873,nan
id-25018,Q6TUJ5,2.838862895965576,nan
id-22363,Q6TUJ5,2.8406128883361816,nan
id-18775,P48499,2.840681314468384,nan
id-16667,Q6TUJ5,2.8413853645324707,nan
id-4041,O97193,2.8431062698364262,nan
id-12188,Q6TUJ5,2.8496556282043457,nan
id-16008,O15826,2.852705240249634,nan
id-6648,O15826,2.8574640750885014,nan
id-1412,Q6TUJ5,2.857835531234741,45497.31
id-15142,Q6TUJ5,2.857835531234741,nan
id-23475,O15826,2.861303329467773,nan
id-2964,P48499,2.864719152450561,nan
id-26659,P48499,2.864719152450561,nan
id-16236,Q4QHJ8,2.8681600093841557,nan
id-25690,O97193,2.8709604740142822,nan
id-5070,O97193,2.874714136123657,nan
id-19415,Q6TUJ5,2.87488317489624,nan
id-10941,Q6TUJ5,2.875312805175781,nan
id-23145,Q6TUJ5,2.8758139610290527,nan
id-18031,P48499,2.8783552646636963,nan
id-4012,Q6TUJ5,2.878791332244873,nan
id-10700,Q4QHJ8,2.8822827339172363,nan
id-2719,O15826,2.88631534576416,562.99
id-10182,O97193,2.8869338035583496,nan
id-7799,P48499,2.8871545791625977,nan
id-26364,Q27686,2.888343811035156,nan
id-22362,O97193,2.8890366554260254,nan
id-16763,P48499,2.8929781913757324,nan
id-17449,Q4QHJ8,2.8937437534332275,nan
id-10559,O15826,2.896449565887451,nan
id-6616,Q6TUJ5,2.900444746017456,nan
id-8657,Q6TUJ5,2.900775909423828,nan
id-15343,P48499,2.900869131088257,nan
id-4609,P48499,2.901203393936157,1752.55
id-11507,Q6TUJ5,2.901488780975342,nan
id-13696,Q6TUJ5,2.902350664138794,nan
id-2824,P48499,2.903141498565674,21649.35
id-17219,P48499,2.906359434127808,nan
id-21266,P48499,2.910176992416382,nan
id-11998,P48499,2.9117255210876465,nan
id-25927,P48499,2.9127774238586426,nan
id-24971,Q4QHJ8,2.91292405128479,nan
id-5888,Q4QHJ8,2.915388345718384,nan
id-17492,Q27686,2.9154295921325684,nan
id-18717,Q6TUJ5,2.917122840881348,nan
id-15609,P48499,2.918138027191162,nan
id-11528,P48499,2.918776750564575,nan
id-14820,O97193,2.919198036193848,nan
id-4455,Q6TUJ5,2.922847270965576,804063.97
id-176,O97193,2.9233090877532963,2712.68
id-753,P48499,2.9235024452209477,12275.15
id-7338,O15826,2.9253025054931636,nan
id-480,Q6TUJ5,2.9254190921783447,21916.81
id-1875,Q27686,2.9257164001464844,19815.35
id-7386,O15826,2.9272055625915527,nan
id-4495,Q4QHJ8,2.9279158115386963,nan
id-900,P48499,2.92850661277771,771.45
id-20382,O97193,2.9289522171020512,nan
id-18202,O97193,2.929306507110596,nan
id-13655,O97193,2.931348323822021,nan
id-489,Q4QHJ8,2.9328622817993164,910.69
id-17640,Q4QHJ8,2.935500383377075,nan
id-19248,Q27686,2.935835123062134,nan
id-19139,O97193,2.9364967346191406,nan
id-27351,Q6TUJ5,2.9372835159301762,nan
id-7086,Q4QHJ8,2.939162015914917,nan
id-21895,Q27686,2.9421603679656982,nan
id-3047,O15826,2.9440786838531494,303.62
id-18657,Q4QHJ8,2.9456024169921875,nan
id-11703,O97193,2.9508075714111333,nan
id-11650,O97193,2.950807809829712,nan
id-294,Q27686,2.9516267776489262,1529.42
id-14197,Q6TUJ5,2.952852725982666,nan
id-22690,O97193,2.95534086227417,nan
id-18824,Q4QHJ8,2.9556457996368413,nan
id-6496,Q6TUJ5,2.957346200942993,nan
id-24671,Q6TUJ5,2.9579584598541264,nan
id-7762,Q27686,2.9585535526275635,nan
id-20625,Q4QHJ8,2.9595744609832764,nan
id-66,O97193,2.959674835205078,2860.22
id-2287,Q4QHJ8,2.9609220027923584,5073.37
id-20850,Q4QHJ8,2.9640467166900635,nan
id-1064,Q6TUJ5,2.9662606716156006,1604.26
id-17835,Q6TUJ5,2.9669077396392822,nan
id-6228,Q6TUJ5,2.969693422317505,nan
id-18228,Q4QHJ8,2.969846487045288,nan
id-5569,Q6TUJ5,2.9707188606262207,nan
id-10547,Q6TUJ5,2.9727144241333012,nan
id-16964,Q4QHJ8,2.9744558334350586,nan
id-19950,O15826,2.9744839668273926,nan
id-6673,P48499,2.9747703075408936,nan
id-10384,O15826,2.975493669509888,nan
id-17166,O97193,2.977006196975708,nan
id-22954,Q27686,2.9812703132629395,nan
id-25076,P48499,2.9814529418945312,nan
id-22111,Q6TUJ5,2.9819045066833496,nan
id-24592,Q6TUJ5,2.9821794033050537,nan
id-5295,P48499,2.9825928211212163,3972.7
id-20504,Q6TUJ5,2.98337197303772,nan
id-24495,Q6TUJ5,2.9865565299987797,nan
id-27695,Q6TUJ5,2.9882848262786865,nan
id-20893,P48499,2.989414691925049,nan
id-17057,Q4QHJ8,2.9900493621826167,nan
id-9855,Q6TUJ5,2.9908661842346187,nan
id-608,Q6TUJ5,2.9913606643676762,11961.65
id-7444,Q6TUJ5,2.99432635307312,nan
id-3485,O15826,2.9977622032165527,nan
id-25470,P48499,2.9979324340820312,nan
id-1887,Q27686,2.998415231704712,237.53
id-18427,Q6TUJ5,3.0000243186950684,nan
id-23421,P48499,3.0000581741333012,nan
id-4716,Q27686,3.000962018966675,696.14
id-23672,Q27686,3.0015184879302983,nan
id-24679,P48499,3.001692771911621,nan
id-24778,Q4QHJ8,3.0020318031311035,nan
id-13517,Q4QHJ8,3.0020318031311035,nan
id-24266,P48499,3.0020956993103027,nan
id-22281,P48499,3.0031816959381104,nan
id-7525,O15826,3.0037407875061035,nan
id-4302,O97193,3.0039196014404297,29.7
id-21444,O15826,3.006624460220337,nan
id-21329,Q6TUJ5,3.0067214965820312,nan
id-26052,Q4QHJ8,3.006948709487915,nan
id-629,Q4QHJ8,3.0079724788665767,132.52
id-6065,Q4QHJ8,3.008617401123047,nan
id-5337,Q4QHJ8,3.0092792510986333,nan
id-9846,Q27686,3.0119314193725586,nan
id-28178,P48499,3.013540983200073,nan
id-1325,P48499,3.017451047897339,20498.37
id-17076,O15826,3.0182816982269287,nan
id-17348,O97193,3.018900156021118,nan
id-16961,P48499,3.0203371047973637,nan
id-20843,Q6TUJ5,3.0208725929260254,nan
id-4098,Q6TUJ5,3.0254242420196533,nan
id-7705,Q6TUJ5,3.025669574737549,nan
id-19728,O15826,3.025997400283813,nan
id-6003,Q27686,3.0263588428497314,nan
id-19570,O15826,3.0263948440551762,nan
id-21294,Q27686,3.029264211654663,nan
id-15772,P48499,3.0298123359680176,nan
id-5627,Q4QHJ8,3.0313997268676762,nan
id-4220,P48499,3.034022569656372,53197.9
id-24965,Q27686,3.0355532169342037,nan
id-19135,Q4QHJ8,3.035670757293701,nan
id-7257,Q6TUJ5,3.035783290863037,nan
id-3160,Q4QHJ8,3.036058187484741,1520.36
id-1093,Q4QHJ8,3.037468433380127,nan
id-25888,P48499,3.0382609367370605,nan
id-25855,Q27686,3.0385632514953613,nan
id-8947,O15826,3.039148330688477,nan
id-20739,O97193,3.0418789386749268,nan
id-25284,O97193,3.043583393096924,nan
id-24997,Q27686,3.044234037399292,nan
id-24964,O15826,3.0463988780975337,nan
id-3148,Q4QHJ8,3.0509467124938965,nan
id-3943,P48499,3.0510952472686768,3276.95
id-27673,Q6TUJ5,3.0513765811920166,nan
id-22962,Q4QBL1,3.051957607269287,nan
id-17232,O97193,3.0520987510681152,nan
id-5160,P48499,3.0524744987487797,nan
id-28275,O15826,3.053839445114136,nan
id-27103,O15826,3.0545783042907715,nan
id-10769,O15826,3.0546948909759517,nan
id-612,Q6TUJ5,3.056774139404297,195440.01
id-1578,O97193,3.0576205253601074,2084.23
id-6544,Q4QBL1,3.058174133300781,nan
id-14974,Q6TUJ5,3.059224843978882,nan
id-12343,Q27686,3.0622348785400386,nan
id-24337,O97193,3.0628478527069087,nan
id-27427,Q27686,3.06295108795166,nan
id-9326,O15826,3.0630714893341064,nan
id-5991,O15826,3.0630714893341064,nan
id-12903,P48499,3.0632317066192627,nan
id-27269,Q4QHJ8,3.0652098655700684,nan
id-12894,P48499,3.065709114074707,nan
id-9646,Q4QHJ8,3.066357135772705,nan
id-3481,O15826,3.0665860176086426,411.93
id-18092,Q6TUJ5,3.0668342113494877,nan
id-28187,Q27686,3.067468404769897,nan
id-27145,Q4QHJ8,3.0707700252532963,nan
id-20199,O97193,3.0709497928619385,nan
id-8260,Q6TUJ5,3.072124481201172,nan
id-23801,O15826,3.072806596755981,nan
id-18895,Q4QHJ8,3.073352813720703,nan
id-15985,Q27686,3.0758702754974365,nan
id-10241,Q27686,3.0759098529815674,nan
id-17973,Q6TUJ5,3.0794310569763184,nan
id-1981,O97193,3.080610036849976,82.47
id-4138,Q4QHJ8,3.08203673362732,17.91
id-26209,O15826,3.083457469940185,nan
id-21928,O97193,3.0841586589813232,nan
id-20000,O15826,3.084768533706665,nan
id-15732,O97193,3.0862786769866943,nan
id-13342,Q4QHJ8,3.08800745010376,nan
id-25445,P48499,3.0882017612457275,nan
id-2587,P48499,3.0894570350646973,9345.78
id-22605,Q4QHJ8,3.090538740158081,nan
id-7095,Q4QHJ8,3.091885089874268,nan
id-22988,O97193,3.0934357643127437,nan
id-18722,P48499,3.094960451126098,nan
id-4325,O97193,3.0953612327575684,nan
id-20321,O97193,3.095621347427368,nan
id-9038,Q6TUJ5,3.097742319107056,nan
id-21028,P48499,3.0979921817779537,nan
id-14827,P48499,3.098717212677002,nan
id-6237,P48499,3.1008794307708736,nan
id-5939,P48499,3.1018857955932617,nan
id-5826,Q4QHJ8,3.10798454284668,nan
id-25707,Q27686,3.108210325241089,nan
id-25197,Q4QHJ8,3.109931230545044,nan
id-20274,O97193,3.110980033874512,nan
id-12201,Q6TUJ5,3.1110515594482417,nan
id-18997,O97193,3.1119954586029053,nan
id-13825,O97193,3.1121485233306885,nan
id-26097,Q6TUJ5,3.113316535949707,nan
id-22155,Q4QHJ8,3.116076946258545,nan
id-16911,P48499,3.1167643070220947,nan
id-5560,O97193,3.1175360679626465,nan
id-4070,O15826,3.117631196975708,nan
id-8050,Q27686,3.11904239654541,nan
id-27886,P48499,3.1193385124206543,nan
id-1911,Q27686,3.1199655532836914,107652.8
id-8171,O97193,3.1201436519622803,nan
id-12168,O15826,3.1201627254486084,nan
id-23656,Q27686,3.1207754611968994,nan
